2010-07-21 16:51:38 Notice: Notice (8): Use of undefined constant Router - assumed 'Router' in [/Users/jmashburn/Documents/Projects/Lance/app/config/routes.php, line 34]
2010-07-26 13:43:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:43:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:04 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:44:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:38 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:44:38 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:38 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:43 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:57 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:57 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:44:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:44:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:24 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:45:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:33 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:45:33 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:33 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:39 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:45:39 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:39 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:45:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:45:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:46:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:46:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:46:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:46:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:46:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:46:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:46:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:46:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:46:34 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:46:35 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:46:35 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:46:42 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:46:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:46:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:49:17 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:49:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:49:17 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:49:45 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:49:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:49:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:49:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:49:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:49:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:49:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:49:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:49:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:49:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:49:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:06 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:37 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:38 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:38 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:42 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:42 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:44 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:44 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:44 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:45 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:46 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:47 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:49 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:49 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:49 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:51 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
2010-07-26 13:50:52 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-26 13:50:52 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-26 13:50:57 Notice: Notice (8): Undefined index:  name in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/layouts/admin.ctp, line 6]
